ESTADO,MÊS,PRODUTO,REGIÃO,PREÇO PONDERADO POR MÊS,PREÇO MÁXIMO PONDERADO,PREÇO MÍNIMO PONDERADO
PARAIBA,2019-06-30,GLP,NORDESTE,68.23057955689828,69.80654582074521,66.36858006042297
RIO GRANDE DO SUL,2018-12-31,GNV,SUL,3.3860000000000006,3.4021250000000003,3.3697500000000002
SANTA CATARINA,2019-06-30,ETANOL HIDRATADO,SUL,3.6242069600818834,3.82565254179461,3.373327976799727
ALAGOAS,2019-02-28,ÓLEO DIESEL,NORDESTE,3.677870864661654,3.829544360902256,3.5546421052631576
ALAGOAS,2019-07-31,ÓLEO DIESEL,NORDESTE,3.764734054252199,3.978498350439883,3.59778995601173
AMAZONAS,2019-02-28,GASOLINA COMUM,NORTE,3.9831439423835837,4.215182123125493,3.790710339384373
CEARA,2019-06-30,ETANOL HIDRATADO,NORDESTE,3.8149725097384533,3.9458252921535895,3.6646692543127433
CEARA,2019-08-31,GASOLINA COMUM,NORDESTE,4.3787155963302755,4.673146788990826,4.311311926605504
GOIAS,2018-12-31,ÓLEO DIESEL S10,CENTRO OESTE,3.6206213017751483,3.849461538461539,3.4283136094674553
MINAS GERAIS,2019-02-28,ETANOL HIDRATADO,SUDESTE,2.957834906116917,3.120254113433992,2.8227550933991474
MINAS GERAIS,2019-08-31,GASOLINA COMUM,SUDESTE,4.62340512820513,4.8192649572649575,4.4962940170940175
PARANA,2019-02-28,ETANOL HIDRATADO,SUL,2.8481355177993524,3.00467685698875,2.7033258784096166
PERNAMBUCO,2019-05-31,ÓLEO DIESEL,NORDESTE,3.762517629407352,3.8673098274568645,3.66060465116279
PERNAMBUCO,2019-08-31,ETANOL HIDRATADO,NORDESTE,3.5166358381502887,3.6753121387283234,3.409508670520232
SAO PAULO,2019-05-31,GLP,SUDESTE,67.24978368382655,73.39199162622515,61.62210422812194
SERGIPE,2019-02-28,ÓLEO DIESEL,NORDESTE,3.4414062082777037,3.554716955941255,3.3358951935914547
ACRE,2019-08-31,ÓLEO DIESEL S10,NORTE,4.418378378378379,4.546216216216216,4.241081081081081
CEARA,2019-06-30,ÓLEO DIESEL S10,NORDESTE,3.863318158236057,3.9671974837872894,3.7302116990920875
PARA,2019-03-31,ÓLEO DIESEL,NORTE,3.818232078853047,3.9320584881068754,3.6861758716194206
RONDONIA,2019-01-31,ETANOL HIDRATADO,NORTE,3.974438330170777,4.21043505261342,3.7887193375884074
ALAGOAS,2019-01-31,GLP,NORDESTE,66.04601736972705,68.72208436724566,63.784119106699755
BAHIA,2019-06-30,GNV,NORDESTE,3.096063522012579,3.1873408805031453,2.9968364779874226
ESPIRITO SANTO,2019-04-30,ÓLEO DIESEL,SUDESTE,3.555741643323996,3.66467152194211,3.444382352941177
PARA,2019-01-31,ÓLEO DIESEL S10,NORTE,3.8231083160698427,4.008237762651672,3.63540147972773
PARAIBA,2019-01-31,GASOLINA COMUM,NORDESTE,4.1777270865335385,4.335487967229903,4.068953405017921
RIO DE JANEIRO,2019-05-31,ÓLEO DIESEL S10,SUDESTE,3.7797610551286467,4.021468319782648,3.5647463149571172
SANTA CATARINA,2018-12-31,ÓLEO DIESEL S10,SUL,3.457830097087378,3.679742718446602,3.252398058252427
SANTA CATARINA,2019-06-30,GASOLINA COMUM,SUL,4.163237433862433,4.324093253968254,4.015653174603175
ALAGOAS,2019-05-31,GLP,NORDESTE,65.48825930521092,68.57816377171217,62.059553349875934
AMAZONAS,2019-06-30,ETANOL HIDRATADO,NORTE,3.365471527777778,3.5159645833333335,3.219214305555555
DISTRITO FEDERAL,2019-08-31,ÓLEO DIESEL,CENTRO OESTE,3.644,3.9789999999999996,3.359
GOIAS,2019-02-28,GLP,CENTRO OESTE,71.48681803862485,75.48931653198191,68.08025612929737
MARANHAO,2019-04-30,GASOLINA COMUM,NORDESTE,4.416543355119826,4.5500485294117645,4.270712145969499
RIO GRANDE DO SUL,2019-05-31,GNV,SUL,3.32069293974437,3.327286975045648,3.311322276323798
SANTA CATARINA,2019-05-31,ÓLEO DIESEL S10,SUL,3.6357622792124613,3.8287178387394634,3.4461305215500553
AMAZONAS,2019-03-31,GNV,NORTE,1.437258064516129,1.4426774193548386,1.4316129032258065
MATO GROSSO,2019-05-31,ÓLEO DIESEL,CENTRO OESTE,3.9913160235152243,4.194492764546276,3.7934081248115765
MINAS GERAIS,2019-06-30,GNV,SUDESTE,2.8424585365853656,2.859463414634146,2.829921138211382
PERNAMBUCO,2019-08-31,GNV,NORDESTE,2.699,2.699,2.699
RORAIMA,2019-02-28,ÓLEO DIESEL,NORTE,3.4707857142857144,3.6764285714285716,3.3589285714285713
SANTA CATARINA,2019-04-30,ETANOL HIDRATADO,SUL,3.6220021990740747,3.7982437885802467,3.411532137345679
AMAPA,2019-03-31,ÓLEO DIESEL,NORTE,4.174914770797963,4.450312393887946,3.851480475382003
MARANHAO,2019-01-31,GLP,NORDESTE,71.79747557603686,78.86912442396313,65.34093548387096
PERNAMBUCO,2019-07-31,ETANOL HIDRATADO,NORDESTE,3.555451463560335,3.7354180107526878,3.442702919653525
PIAUI,2019-04-30,GASOLINA COMUM,NORDESTE,4.7184759803921565,4.822455882352941,4.5282696078431375
RONDONIA,2019-02-28,ETANOL HIDRATADO,NORTE,3.9588683726067746,4.165222385861561,3.786644329896908
SAO PAULO,2019-01-31,GASOLINA COMUM,SUDESTE,4.092970965380437,4.408534832097484,3.8621540247799877
AMAPA,2019-07-31,GLP,NORTE,76.50007196029776,82.3076923076923,73.42307692307692
MATO GROSSO,2019-08-31,ÓLEO DIESEL S10,CENTRO OESTE,3.9443834586466164,4.088766917293234,3.733248120300752
MINAS GERAIS,2019-03-31,GLP,SUDESTE,70.09742990971134,75.50188631257681,64.83703085922598
PARANA,2019-03-31,ETANOL HIDRATADO,SUL,3.0257549923195084,3.2071806654493824,2.8517180100281134
PERNAMBUCO,2019-03-31,GASOLINA COMUM,NORDESTE,4.2581870299181,4.384022563931137,4.164759986628782
PIAUI,2019-05-31,ÓLEO DIESEL,NORDESTE,3.730683122438068,3.7820497237569057,3.658625022277669
RIO GRANDE DO NORTE,2019-03-31,ÓLEO DIESEL,NORDESTE,3.6013769214115605,3.7184054990257627,3.4713271270837844
DISTRITO FEDERAL,2019-04-30,ETANOL HIDRATADO,CENTRO OESTE,3.3252333333333337,3.611333333333333,3.047
ESPIRITO SANTO,2019-04-30,ÓLEO DIESEL S10,SUDESTE,3.643639702760084,3.768161075725407,3.5192901627742392
ESPIRITO SANTO,2019-08-31,GLP,SUDESTE,66.10154782608696,69.2695652173913,62.87826086956521
MATO GROSSO DO SUL,2019-05-31,ÓLEO DIESEL S10,CENTRO OESTE,3.83785965532479,3.9900891736632786,3.6719650022094554
PARANA,2019-05-31,ÓLEO DIESEL,SUL,3.457074869431643,3.5790122887864824,3.3377823041474652
PERNAMBUCO,2018-12-31,ETANOL HIDRATADO,NORDESTE,3.148174418604652,3.3421744186046514,3.0055116279069765
RIO DE JANEIRO,2018-12-31,ÓLEO DIESEL,SUDESTE,3.4738357487922698,3.6751062801932366,3.2980386473429952
RIO DE JANEIRO,2019-07-31,GLP,SUDESTE,64.20477419354839,70.22186542110641,59.033055028463
RIO GRANDE DO SUL,2019-02-28,ÓLEO DIESEL,SUL,3.357973756377551,3.4956021045918373,3.239240816326531
ACRE,2019-06-30,ÓLEO DIESEL,NORTE,4.476696006144394,4.616043010752689,4.337755760368664
AMAPA,2019-04-30,GLP,NORTE,78.07325999999999,82.4,73.4
CEARA,2019-01-31,ÓLEO DIESEL,NORDESTE,3.703207064970468,3.787046228986824,3.6039374148114494
GOIAS,2019-01-31,ÓLEO DIESEL,CENTRO OESTE,3.4557701107607723,3.6461526800873156,3.292721359851242
GOIAS,2019-03-31,GASOLINA COMUM,CENTRO OESTE,4.3663092592157495,4.560416324037309,4.207933416347531
GOIAS,2019-08-31,GLP,CENTRO OESTE,70.98087559808613,74.59330143540672,66.96114832535886
MATO GROSSO DO SUL,2019-08-31,GLP,CENTRO OESTE,71.59637391304348,83.23478260869565,63.79130434782609
PIAUI,2018-12-31,ÓLEO DIESEL,NORDESTE,3.5923823529411765,3.7351176470588237,3.49935294117647
RORAIMA,2019-02-28,ETANOL HIDRATADO,NORTE,3.752392857142857,3.807857142857143,3.6746428571428575
ACRE,2019-08-31,GASOLINA COMUM,NORTE,4.851538461538461,5.041282051282051,4.742820512820513
CEARA,2019-07-31,GASOLINA COMUM,NORDESTE,4.42368274664469,4.548620496821286,4.335188721450436
CEARA,2019-08-31,ETANOL HIDRATADO,NORDESTE,3.7632171717171716,3.919813131313131,3.6399898989898984
MARANHAO,2019-02-28,ÓLEO DIESEL,NORDESTE,3.5251338010204076,3.6303485969387754,3.413589923469388
PARAIBA,2019-02-28,GNV,NORDESTE,3.7226529304029308,3.730835164835165,3.710897435897436
PERNAMBUCO,2019-02-28,ÓLEO DIESEL S10,NORDESTE,3.4843335084033615,3.6377815934065936,3.3569487314156428
PERNAMBUCO,2019-04-30,GNV,NORDESTE,2.2958909604519775,2.2973146892655367,2.294419774011299
GOIAS,2019-03-31,ÓLEO DIESEL S10,CENTRO OESTE,3.677656830400782,3.8484488025415438,3.5111273521505373
MARANHAO,2019-04-30,ETANOL HIDRATADO,NORDESTE,3.7277418300653595,3.8625679738562093,3.5587964052287577
PARANA,2019-01-31,GNV,SUL,2.2906810035842295,2.2906810035842295,2.2906810035842295
RIO DE JANEIRO,2019-08-31,GASOLINA COMUM,SUDESTE,4.822701421800949,5.039715639810427,4.630459715639811
RIO GRANDE DO NORTE,2019-02-28,GNV,NORDESTE,3.50214375,3.526503571428571,3.474891071428572
SERGIPE,2018-12-31,GASOLINA COMUM,NORDESTE,4.37,4.483833333333333,4.304380952380953
TOCANTINS,2019-02-28,ÓLEO DIESEL,NORTE,3.491733013937282,3.888952526132404,3.2481757404181186
AMAZONAS,2019-02-28,GNV,NORTE,2.38475,2.38475,2.38475
MINAS GERAIS,2019-03-31,ETANOL HIDRATADO,SUDESTE,3.1296264673129235,3.299674324990415,2.9850236778209838
PERNAMBUCO,2019-01-31,ÓLEO DIESEL,NORDESTE,3.5695290322580644,3.696032258064516,3.522948387096774
RIO DE JANEIRO,2019-02-28,GNV,SUDESTE,3.167010052034058,3.291158171712393,3.0499285714285707
RIO GRANDE DO SUL,2019-07-31,GLP,SUL,70.62567201422945,76.98213545624093,65.41927643848864
ACRE,2019-05-31,ÓLEO DIESEL S10,NORTE,4.563986884083659,4.732311237149947,4.446379829847571
ALAGOAS,2019-03-31,GLP,NORDESTE,65.45159801488833,67.62779156327542,62.264267990074444
ALAGOAS,2019-04-30,GNV,NORDESTE,3.254518095238095,3.283394285714286,3.246613333333334
AMAZONAS,2018-12-31,GASOLINA COMUM,NORTE,4.173164383561644,4.465999999999999,4.107260273972603
ESPIRITO SANTO,2019-05-31,GASOLINA COMUM,SUDESTE,4.659200278086763,4.77674276974416,4.562438264738598
MARANHAO,2019-01-31,GASOLINA COMUM,NORDESTE,4.192893259900341,4.321914765276685,4.080121951219512
MINAS GERAIS,2019-05-31,GNV,SUDESTE,2.4474150537634407,2.4475010752688173,2.4473290322580645
PARAIBA,2018-12-31,ÓLEO DIESEL,NORDESTE,3.6045999999999996,3.7306,3.48636
PARANA,2019-03-31,ÓLEO DIESEL S10,SUL,3.419816078658184,3.607052407694173,3.2556807589693837
RIO GRANDE DO SUL,2019-03-31,GLP,SUL,70.12376881004538,75.83160860787766,64.55447059834198
RIO GRANDE DO SUL,2019-07-31,ETANOL HIDRATADO,SUL,4.084892533936651,4.2866839512479915,3.9175010582396728
SERGIPE,2019-08-31,ETANOL HIDRATADO,NORDESTE,3.557514285714286,3.6877428571428568,3.414885714285714
GOIAS,2018-12-31,GASOLINA COMUM,CENTRO OESTE,4.511926086956521,4.702017391304348,4.337973913043478
PARAIBA,2019-07-31,ETANOL HIDRATADO,NORDESTE,3.572075962539022,3.7232721123829347,3.4917336108220596
RIO GRANDE DO SUL,2019-05-31,GASOLINA COMUM,SUL,4.827002222222222,4.925300053763442,4.715259103942652
SANTA CATARINA,2019-05-31,GASOLINA COMUM,SUL,4.285325632083697,4.441092030360531,4.147417867582953
TOCANTINS,2019-08-31,GLP,NORTE,78.533875,85.22727272727272,73.92045454545455
AMAPA,2019-02-28,GASOLINA COMUM,NORTE,3.789849753694581,4.393312807881774,3.5290825123152714
AMAZONAS,2019-02-28,GLP,NORTE,74.59509566326531,79.11224489795919,70.81441326530611
DISTRITO FEDERAL,2019-05-31,GASOLINA COMUM,CENTRO OESTE,4.469290322580645,4.786096774193549,4.236935483870967
GOIAS,2019-02-28,ETANOL HIDRATADO,CENTRO OESTE,2.93088939894724,3.0623913575713066,2.8029463520626763
MINAS GERAIS,2019-05-31,ÓLEO DIESEL,SUDESTE,3.710469021748343,3.8942135338090953,3.586810740257318
MINAS GERAIS,2019-06-30,ÓLEO DIESEL S10,SUDESTE,3.7720525567502996,3.950286893667861,3.625657455197134
PIAUI,2019-06-30,GASOLINA COMUM,NORDESTE,4.6178323505323515,4.839241605241606,4.496641113841113
RIO GRANDE DO SUL,2019-01-31,GNV,SUL,3.066610421836229,3.091584057071961,3.0451619106699757
RONDONIA,2019-01-31,ÓLEO DIESEL,NORTE,3.699924635176651,3.881168202764977,3.5269510368663592
SERGIPE,2019-05-31,GASOLINA COMUM,NORDESTE,4.596201800450112,4.740570142535634,4.441518379594898
SERGIPE,2019-05-31,GNV,NORDESTE,3.761322580645161,3.778704067321178,3.732782608695652
AMAZONAS,2019-08-31,ÓLEO DIESEL S10,NORTE,3.889173913043478,4.0482826086956525,3.806869565217391
MATO GROSSO,2019-04-30,GASOLINA COMUM,CENTRO OESTE,4.491191194968554,4.645548427672956,4.318158909853249
PARAIBA,2019-01-31,GNV,NORDESTE,3.442920662598082,3.4619093286835225,3.405968613775065
PIAUI,2019-01-31,ETANOL HIDRATADO,NORDESTE,3.3369081465281574,3.4235328048113725,3.2359179879715687
SANTA CATARINA,2019-03-31,GLP,SUL,70.5408605027511,73.45392167439853,67.47685834502103
BAHIA,2019-01-31,GASOLINA COMUM,NORDESTE,4.502137067799883,4.719162893567704,4.325198010430752
CEARA,2019-01-31,GNV,NORDESTE,3.4162496033844523,3.445546271813855,3.3792638815441562
MATO GROSSO,2018-12-31,ÓLEO DIESEL S10,CENTRO OESTE,3.9947890625,4.1995390625,3.7414375
PARANA,2018-12-31,ÓLEO DIESEL S10,SUL,3.339393617021276,3.5943404255319154,3.1282943262411353
PARANA,2019-04-30,ETANOL HIDRATADO,SUL,3.0780252155172416,3.2712743893678162,2.913579310344828
RIO GRANDE DO NORTE,2019-05-31,GLP,NORDESTE,70.00369842460614,74.27831957989498,66.59939984996248
RIO GRANDE DO NORTE,2019-08-31,GLP,NORDESTE,68.39551162790698,71.06976744186046,66.06976744186046
RIO GRANDE DO NORTE,2019-08-31,ÓLEO DIESEL S10,NORDESTE,3.7792711864406785,3.9069491525423725,3.674745762711864
BAHIA,2019-04-30,GNV,NORDESTE,3.136489096573209,3.230722741433022,3.057694704049845
MARANHAO,2019-08-31,GASOLINA COMUM,NORDESTE,4.363553719008264,4.497859504132232,4.2729173553719
MATO GROSSO DO SUL,2019-07-31,ÓLEO DIESEL,CENTRO OESTE,3.5938161070879966,3.7647843976300197,3.461164252797893
PARAIBA,2019-06-30,ÓLEO DIESEL,NORDESTE,3.659924700239808,3.7341865707434057,3.6043575539568344
RIO DE JANEIRO,2019-08-31,GLP,SUDESTE,63.85435294117646,70.7470588235294,58.724886877828055
RIO GRANDE DO SUL,2019-02-28,GASOLINA COMUM,SUL,4.285189789123194,4.441438124306326,4.158060527984779
SERGIPE,2019-06-30,ETANOL HIDRATADO,NORDESTE,3.7122995049504954,3.900680858085809,3.5707937293729373
ALAGOAS,2019-07-31,GNV,NORDESTE,3.523628543499511,3.5262873900293252,3.517607038123167
MARANHAO,2019-06-30,ÓLEO DIESEL S10,NORDESTE,3.711366714836224,3.824090944123314,3.6034412331406553
MATO GROSSO DO SUL,2019-08-31,GASOLINA COMUM,CENTRO OESTE,4.163905882352941,4.404870588235294,4.039541176470588
MINAS GERAIS,2018-12-31,ETANOL HIDRATADO,SUDESTE,3.0209966159052453,3.1832013536379007,2.901703891708969
PARA,2019-07-31,ETANOL HIDRATADO,NORTE,3.8630033602150533,4.0725030913978495,3.7128125
PIAUI,2019-06-30,ETANOL HIDRATADO,NORDESTE,3.507489965397924,3.587729873125721,3.4310028835063435
PIAUI,2019-08-31,GASOLINA COMUM,NORDESTE,4.491253731343283,4.64855223880597,4.349089552238806
RONDONIA,2019-08-31,ÓLEO DIESEL S10,NORTE,3.8435468750000004,4.0160625,3.6668906249999997
TOCANTINS,2019-03-31,GLP,NORTE,76.36253445747802,86.42045454545455,70.7840909090909
ACRE,2019-04-30,ÓLEO DIESEL,NORTE,4.41292,4.547724561403508,4.2621789473684215
AMAPA,2019-06-30,GLP,NORTE,77.71773333333331,82.4,73.4
AMAZONAS,2019-03-31,ÓLEO DIESEL,NORTE,3.7242723118279573,3.869611559139785,3.6056967741935484
PARANA,2019-05-31,GLP,SUL,70.3439958973534,75.84874909500442,65.08940551846192
RIO DE JANEIRO,2019-03-31,ÓLEO DIESEL,SUDESTE,3.52500958878354,3.6953178265423974,3.361238645215008
RONDONIA,2019-06-30,ÓLEO DIESEL,NORTE,3.870977777777778,4.005858263305322,3.6850139122315593
SERGIPE,2019-03-31,ETANOL HIDRATADO,NORDESTE,3.446612903225806,3.58461002874481,3.289135100606835
SERGIPE,2019-07-31,GNV,NORDESTE,3.6995221774193547,3.7100423387096773,3.6881129032258064
AMAZONAS,2019-06-30,ÓLEO DIESEL S10,NORTE,3.9364941975308643,4.059855802469135,3.7975401234567903
BAHIA,2019-01-31,ÓLEO DIESEL,NORDESTE,3.4939886349483125,3.6868157616141484,3.3264224685515007
MINAS GERAIS,2019-01-31,ÓLEO DIESEL,SUDESTE,3.4611021419354837,3.6492116645161294,3.3316456086021504
MINAS GERAIS,2019-07-31,GASOLINA COMUM,SUDESTE,4.689913409666411,4.8629985467356605,4.555877815699657
RIO GRANDE DO NORTE,2018-12-31,GLP,NORDESTE,65.39532558139535,69.37209302325581,62.0
SAO PAULO,2019-06-30,ÓLEO DIESEL,SUDESTE,3.5027879689608636,3.6846203778677458,3.3439054520917675
SERGIPE,2019-01-31,ÓLEO DIESEL S10,NORDESTE,3.5559596774193545,3.711005534471853,3.3780352624920935
AMAPA,2019-06-30,ÓLEO DIESEL S10,NORTE,4.62530735930736,4.848680519480519,4.361336796536797
BAHIA,2019-08-31,GNV,NORDESTE,3.1294999999999997,3.2616666666666667,2.9949999999999997
CEARA,2019-05-31,ETANOL HIDRATADO,NORDESTE,3.8250177128450455,3.946695520072403,3.714387355355873
MATO GROSSO DO SUL,2019-04-30,GASOLINA COMUM,CENTRO OESTE,4.245354214123007,4.4634892179195145,4.115865451784359
MINAS GERAIS,2019-02-28,ÓLEO DIESEL S10,SUDESTE,3.6074479434850857,3.810585211930926,3.4709939246467814
MINAS GERAIS,2019-07-31,ÓLEO DIESEL S10,SUDESTE,3.7022358416846037,3.8769383902499204,3.5559074208628654
PARA,2018-12-31,ÓLEO DIESEL,NORTE,3.796845070422535,3.93281690140845,3.6420985915492956
PARA,2019-07-31,ÓLEO DIESEL S10,NORTE,3.919973057184751,4.11349700635386,3.7266513929618768
PARANA,2018-12-31,ETANOL HIDRATADO,SUL,2.8917158176943696,3.0411903485254697,2.7653190348525474
PERNAMBUCO,2019-02-28,GLP,NORDESTE,65.88963961038962,69.01417316017316,65.02922077922076
RORAIMA,2019-01-31,GLP,NORTE,83.8738064516129,85.16129032258064,79.25806451612902
RORAIMA,2019-08-31,GASOLINA COMUM,NORTE,3.848,3.99,3.82
SAO PAULO,2019-03-31,ÓLEO DIESEL,SUDESTE,3.4222689994532534,3.6114508643807417,3.2698067770574606
AMAPA,2019-08-31,GLP,NORTE,76.87537499999999,82.25,73.4375
DISTRITO FEDERAL,2019-03-31,ETANOL HIDRATADO,CENTRO OESTE,3.2822258064516125,3.5223225806451612,3.079612903225806
MATO GROSSO DO SUL,2019-01-31,GLP,CENTRO OESTE,71.93283786669662,82.28639991008205,62.72655951444306
MATO GROSSO DO SUL,2019-02-28,GLP,CENTRO OESTE,71.25962670807452,81.82857142857145,61.91599378881986
PIAUI,2019-01-31,GASOLINA COMUM,NORDESTE,4.446556306741356,4.5933418002704265,4.3030706973150465
RONDONIA,2019-02-28,ÓLEO DIESEL S10,NORTE,3.787178126390743,3.9456900311526475,3.622552959501557
RORAIMA,2019-01-31,ÓLEO DIESEL S10,NORTE,3.553580645161291,3.7345161290322584,3.4326774193548384
SERGIPE,2019-03-31,ÓLEO DIESEL S10,NORDESTE,3.6864089144692813,3.835519743006291,3.500651853834828
BAHIA,2019-02-28,GLP,NORDESTE,62.337852321428564,66.06892857142857,59.13685714285714
CEARA,2019-05-31,GLP,NORDESTE,74.61038069441024,78.34055651317408,70.9445949273578
MATO GROSSO DO SUL,2018-12-31,GASOLINA COMUM,CENTRO OESTE,4.150091954022988,4.314413793103449,4.061264367816092
MATO GROSSO DO SUL,2019-04-30,GNV,CENTRO OESTE,2.2112266666666667,2.2351733333333335,2.19232
RIO DE JANEIRO,2019-05-31,GNV,SUDESTE,3.182238821879383,3.330061318373071,3.0699082748948108
TOCANTINS,2019-01-31,GLP,NORTE,77.42747873900292,86.58357771260997,71.88599706744868
GOIAS,2019-04-30,ÓLEO DIESEL,CENTRO OESTE,3.592791633986929,3.7538999128540307,3.4620350762527234
GOIAS,2019-08-31,ETANOL HIDRATADO,CENTRO OESTE,2.763278969957081,2.9402703862660933,2.6497982832618026
PARA,2019-01-31,ETANOL HIDRATADO,NORTE,3.7606480414746546,3.93877491359447,3.622268721198157
PERNAMBUCO,2019-06-30,ETANOL HIDRATADO,NORDESTE,3.641557518201963,3.7887997784108896,3.5131621715732826
RIO DE JANEIRO,2019-03-31,GNV,SUDESTE,3.1910934053255797,3.3309547279523746,3.078592366975864
SANTA CATARINA,2019-08-31,GNV,SUL,2.8370500000000005,2.8846000000000003,2.8070000000000004
SAO PAULO,2019-04-30,ETANOL HIDRATADO,SUDESTE,2.858187147096568,3.092576864773821,2.6520300609560477
ESPIRITO SANTO,2019-06-30,GNV,SUDESTE,2.759664341085271,2.7657240310077515,2.7478
MATO GROSSO,2019-07-31,ÓLEO DIESEL,CENTRO OESTE,3.877001985111663,4.01305529953917,3.700101169797944
PARANA,2019-05-31,ETANOL HIDRATADO,SUL,3.069109940750494,3.266978656318215,2.9091115519212773
RIO GRANDE DO SUL,2019-06-30,ÓLEO DIESEL,SUL,3.532443157380255,3.661725782013686,3.417399877810362
RONDONIA,2019-06-30,GLP,NORTE,78.93405964912282,88.49707602339181,73.76198830409356
SANTA CATARINA,2019-03-31,ETANOL HIDRATADO,SUL,3.524764866288618,3.710717548263146,3.309941247559728
TOCANTINS,2019-03-31,ÓLEO DIESEL S10,NORTE,3.589060199064636,3.9774102410360954,3.383032258064516
CEARA,2019-01-31,GLP,NORDESTE,72.0891533491171,75.92926901450134,67.4132386307586
MATO GROSSO DO SUL,2019-05-31,ETANOL HIDRATADO,CENTRO OESTE,3.6005318794487358,3.7922775253672567,3.4118477964561564
PIAUI,2019-04-30,ETANOL HIDRATADO,NORDESTE,3.6409367768595047,3.7214253443526175,3.5172619834710748
RIO DE JANEIRO,2019-01-31,ÓLEO DIESEL S10,SUDESTE,3.624162113847266,3.8791483549592263,3.384507592495883
SERGIPE,2019-01-31,GASOLINA COMUM,NORDESTE,4.2591006144393235,4.372235023041474,4.188132104454684
ACRE,2019-02-28,ÓLEO DIESEL S10,NORTE,4.422757498026836,4.668050513022889,4.245368981846882
AMAZONAS,2019-01-31,ETANOL HIDRATADO,NORTE,3.5076443895662908,3.6931418428769867,3.3300262386170707
CEARA,2019-01-31,GASOLINA COMUM,NORDESTE,4.334664900858242,4.5162478839893465,4.201754868304232
MATO GROSSO DO SUL,2019-06-30,ÓLEO DIESEL,CENTRO OESTE,3.6830542372881356,3.8382106403013183,3.545013276836158
PARAIBA,2019-02-28,GLP,NORDESTE,67.76490911418333,69.87275985663084,65.80645161290323
RONDONIA,2019-07-31,GLP,NORTE,78.69446745897,87.51839275608376,73.81441992076967
ACRE,2019-01-31,GLP,NORTE,80.64668578255674,86.02628434886498,76.13261648745518
ACRE,2019-04-30,GASOLINA COMUM,NORTE,4.921517094017094,5.0581025641025645,4.779213675213675
ALAGOAS,2019-02-28,GASOLINA COMUM,NORDESTE,4.420301093035079,4.76058490086426,4.211603838332486
MATO GROSSO,2019-02-28,ETANOL HIDRATADO,CENTRO OESTE,2.6031553571428576,2.753093526785715,2.4562075892857145
PARANA,2019-06-30,GNV,SUL,1.6424103448275864,1.6786264367816093,1.6217873563218392
SAO PAULO,2019-05-31,GASOLINA COMUM,SUDESTE,4.308160947738155,4.5780833031439,4.094500417401713
SERGIPE,2019-06-30,GNV,NORDESTE,3.731803333333333,3.7463866666666665,3.7170566666666662
ESPIRITO SANTO,2018-12-31,GLP,SUDESTE,64.5714,68.75478260869566,60.11304347826088
MATO GROSSO,2019-08-31,ETANOL HIDRATADO,CENTRO OESTE,2.4998375,2.5823375000000004,2.3686749999999996
MINAS GERAIS,2019-02-28,GASOLINA COMUM,SUDESTE,4.5627146245824655,4.728252190540737,4.4328408650820545
RIO GRANDE DO SUL,2019-06-30,GLP,SUL,70.1968819884084,76.3076474959132,64.97417654926439
SANTA CATARINA,2018-12-31,ÓLEO DIESEL,SUL,3.322790697674418,3.441220930232558,3.1985581395348834
SERGIPE,2019-02-28,ETANOL HIDRATADO,NORDESTE,3.283417919799499,3.4188895154553043,3.1589502923976607
SERGIPE,2019-06-30,ÓLEO DIESEL S10,NORDESTE,3.751633066666667,3.8816058666666673,3.5687165333333337
TOCANTINS,2019-01-31,ÓLEO DIESEL S10,NORTE,3.5425374423963127,3.998488191244239,3.307729550691244
BAHIA,2019-07-31,GASOLINA COMUM,NORDESTE,4.482225575762237,4.751176688838479,4.330771886654619
MARANHAO,2019-06-30,GLP,NORDESTE,71.21577439613527,76.07250241545894,69.0140966183575
MINAS GERAIS,2019-01-31,GLP,SUDESTE,70.39362556241899,75.47393807671774,65.17911042476929
PARAIBA,2019-08-31,GNV,NORDESTE,3.6872499999999997,3.692,3.68175
RIO GRANDE DO SUL,2018-12-31,ETANOL HIDRATADO,SUL,4.021203389830509,4.21580790960452,3.8952598870056496
RIO GRANDE DO SUL,2019-06-30,ÓLEO DIESEL S10,SUL,3.6642147840531556,3.835528516057587,3.5159036360280544
RORAIMA,2018-12-31,GLP,NORTE,84.375,85.0,84.0
RORAIMA,2019-05-31,GLP,NORTE,83.89948387096774,84.93548387096774,80.16129032258065
ALAGOAS,2019-02-28,GNV,NORDESTE,3.356392857142857,3.3728928571428574,3.301428571428571
GOIAS,2019-05-31,GNV,CENTRO OESTE,0.8781612903225806,0.8781612903225806,0.8781612903225806
MATO GROSSO DO SUL,2019-03-31,ÓLEO DIESEL S10,CENTRO OESTE,3.7073689920252892,3.872627343918385,3.528947050793879
PIAUI,2019-03-31,ÓLEO DIESEL,NORDESTE,3.605516129032258,3.6787372881355935,3.4989384909786767
RIO GRANDE DO SUL,2019-01-31,ÓLEO DIESEL S10,SUL,3.4981833009542926,3.6884050297816007,3.317022523003352
SAO PAULO,2019-02-28,ÓLEO DIESEL S10,SUDESTE,3.458599455224888,3.7265133661248924,3.217525302777904
ACRE,2019-04-30,GLP,NORTE,79.3618975308642,84.65802469135801,75.31851851851852
AMAPA,2018-12-31,ÓLEO DIESEL,NORTE,3.8665000000000003,4.124750000000001,3.6574999999999998
