MUNICÍPIO,MÊS,PRODUTO,ESTADO,REGIÃO,PREÇO PONDERADO,PREÇO PONDERADO MÍNIMO,PREÇO PONDERADO MÁXIMO,NÚMERO DE POSTOS PESQUISADOS
RESENDE,2019-03-31,ÓLEO DIESEL S10,RIO DE JANEIRO,SUDESTE,3.6953870967741933,3.309967741935484,4.044225806451613,60.0
GURUPI,2019-03-31,GASOLINA COMUM,TOCANTINS,NORTE,4.485709677419355,4.348967741935484,4.599,66.0
ITAPERUNA,2019-03-31,GASOLINA COMUM,RIO DE JANEIRO,SUDESTE,4.900225806451613,4.805516129032258,4.969709677419354,42.0
RECIFE,2019-03-31,GLP,PERNAMBUCO,NORDESTE,66.86416129032258,65.0,70.0,168.0
VITORIA DE SANTO ANTAO,2019-03-31,GLP,PERNAMBUCO,NORDESTE,61.0,60.0,65.0,60.0
POA,2019-03-31,GNV,SAO PAULO,SUDESTE,0.696516129032258,0.696516129032258,0.696516129032258,2.0
SANTA CRUZ DO SUL,2019-03-31,GNV,RIO GRANDE DO SUL,SUL,0.9545806451612903,0.9545806451612903,0.9545806451612903,2.0
ARARUAMA,2019-04-30,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,3.9167666666666667,3.6319000000000004,4.191933333333333,55.0
MOCOCA,2019-04-30,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.869733333333333,2.7676666666666665,3.075,50.0
RIO GRANDE,2019-04-30,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.5823333333333336,3.4389999999999996,3.665000000000001,38.0
AGUAS LINDAS DE GOIAS,2019-04-30,ÓLEO DIESEL S10,GOIAS,CENTRO OESTE,3.737333333333333,3.5684666666666667,3.8514333333333335,25.0
PORTO ALEGRE,2019-04-30,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,3.6623,3.405,3.9463333333333335,121.0
ARACRUZ,2019-04-30,GASOLINA COMUM,ESPIRITO SANTO,SUDESTE,4.7056666666666676,4.424333333333333,4.966666666666666,30.0
CABO FRIO,2019-04-30,GASOLINA COMUM,RIO DE JANEIRO,SUDESTE,5.0679,4.9206666666666665,5.1671,40.0
CORONEL FABRICIANO,2019-04-30,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.7493333333333325,4.6336666666666675,4.8528,45.0
LIVRAMENTO DE NOSSA SENHORA,2019-04-30,GASOLINA COMUM,BAHIA,NORDESTE,4.879666666666667,4.745666666666668,4.9498,25.0
OURINHOS,2019-04-30,GASOLINA COMUM,SAO PAULO,SUDESTE,4.304866666666666,4.032233333333334,4.5009999999999994,80.0
VOTUPORANGA,2019-04-30,GASOLINA COMUM,SAO PAULO,SUDESTE,4.317166666666667,4.184866666666667,4.408666666666667,55.0
JABOATAO DOS GUARARAPES,2019-04-30,GLP,PERNAMBUCO,NORDESTE,66.456,65.0,70.0,95.0
MIRASSOL,2019-04-30,GLP,SAO PAULO,SUDESTE,58.9112,55.00000000000001,65.0,45.0
NILOPOLIS,2019-04-30,GLP,RIO DE JANEIRO,SUDESTE,61.666666666666664,60.0,65.0,20.0
NITEROI,2019-04-30,GLP,RIO DE JANEIRO,SUDESTE,64.00000000000001,60.0,68.0,35.0
RIBEIRAO PIRES,2019-04-30,GLP,SAO PAULO,SUDESTE,74.09020000000001,70.0,77.00000000000001,60.0
SERTAOZINHO,2019-04-30,GLP,SAO PAULO,SUDESTE,67.91853333333333,61.6,72.53333333333333,45.0
RIBEIRAO PRETO,2019-04-30,GNV,SAO PAULO,SUDESTE,0.7863333333333333,0.7863333333333333,0.7863333333333333,1.0
GARANHUNS,2019-05-31,ETANOL HIDRATADO,PERNAMBUCO,NORDESTE,3.6279032258064516,3.4943870967741932,3.773096774193548,55.0
TUPA,2019-05-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.6132580645161285,3.533032258064516,3.6671612903225803,55.0
ARIQUEMES,2019-05-31,ÓLEO DIESEL S10,RONDONIA,NORTE,4.0032903225806455,3.9461290322580647,4.068032258064516,40.0
JATAI,2019-05-31,ÓLEO DIESEL S10,GOIAS,CENTRO OESTE,3.910322580645161,3.8085806451612907,4.15,65.0
BARUERI,2019-05-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.255612903225806,3.981032258064516,4.716322580645161,90.0
HORTOLANDIA,2019-05-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.164290322580644,4.03441935483871,4.286096774193549,65.0
PARAGUACU PAULISTA,2019-05-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.429322580645161,4.339645161290322,4.511903225806451,45.0
PALMEIRA DOS INDIOS,2019-05-31,GLP,ALAGOAS,NORDESTE,66.37677419354839,62.25806451612904,70.0,25.0
RIO BRANCO,2019-05-31,GLP,ACRE,NORTE,80.23825806451612,75.87096774193547,88.2258064516129,115.0
CRUZEIRO,2019-06-30,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.6882333333333333,2.6218,2.743,42.0
ITUIUTABA,2019-06-30,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,2.9680666666666666,2.874233333333333,3.049,84.0
PINHEIRO,2019-06-30,ETANOL HIDRATADO,MARANHAO,NORDESTE,3.892833333333334,3.8129999999999997,3.94,21.0
SANTO ANDRE,2019-06-30,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.5987333333333336,2.344333333333333,2.8723333333333336,156.0
BOA VISTA,2019-06-30,ÓLEO DIESEL,RORAIMA,NORTE,3.6331333333333333,3.506666666666667,3.7516666666666674,59.0
ITAPECERICA DA SERRA,2019-06-30,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.4889333333333337,3.4007000000000005,3.5789999999999997,30.0
SANTA CRUZ DO SUL,2019-06-30,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.514266666666667,3.417733333333333,3.627933333333333,48.0
SERRA,2019-06-30,ÓLEO DIESEL S10,ESPIRITO SANTO,SUDESTE,3.6814666666666667,3.619,3.7561,45.0
CURVELO,2019-06-30,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.899633333333334,4.847666666666666,4.960333333333333,31.0
VALINHOS,2019-06-30,GASOLINA COMUM,SAO PAULO,SUDESTE,4.152866666666667,3.925,4.295666666666666,84.0
ARACAJU,2019-06-30,GLP,SERGIPE,NORDESTE,71.38069999999999,66.76666666666667,78.03333333333333,72.0
BARRA DO PIRAI,2019-06-30,GLP,RIO DE JANEIRO,SUDESTE,75.18,72.88666666666667,78.26666666666667,18.0
NOVA ANDRADINA,2019-06-30,GLP,MATO GROSSO DO SUL,CENTRO OESTE,73.53033333333332,65.0,80.16666666666667,66.0
PAULINIA,2019-06-30,GLP,SAO PAULO,SUDESTE,62.84673333333333,57.923666666666676,68.96166666666666,42.0
BRAGANCA PAULISTA,2019-07-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.605612903225807,2.3889999999999993,2.799,65.0
ILHEUS,2019-07-31,ETANOL HIDRATADO,BAHIA,NORDESTE,3.53374193548387,3.381258064516129,3.942129032258064,60.0
VILHENA,2019-07-31,ÓLEO DIESEL,RONDONIA,NORTE,3.8107096774193545,3.64858064516129,3.9552258064516135,40.0
BOA VISTA,2019-07-31,ÓLEO DIESEL S10,RORAIMA,NORTE,3.6017419354838713,3.454838709677419,3.8235483870967744,62.0
JUNDIAI,2019-07-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.5919354838709676,3.409870967741935,3.963516129032258,85.0
SOUSA,2019-07-31,ÓLEO DIESEL S10,PARAIBA,NORDESTE,3.7651290322580646,3.6547096774193544,3.899193548387097,35.0
BELO HORIZONTE,2019-07-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.551548387096774,4.304225806451613,4.975258064516129,209.0
CAMPINA GRANDE,2019-07-31,GASOLINA COMUM,PARAIBA,NORDESTE,4.438774193548387,4.345677419354839,4.499,65.0
MOGI DAS CRUZES,2019-07-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.089838709677419,3.8760967741935484,4.373903225806451,100.0
ALEGRETE,2019-07-31,GLP,RIO GRANDE DO SUL,SUL,72.56151612903226,69.65483870967742,76.12903225806451,35.0
GRAVATAI,2019-08-31,ETANOL HIDRATADO,RIO GRANDE DO SUL,SUL,3.965,3.758,3.999,7.0
BIRIGUI,2019-08-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.419,3.299,3.539,7.0
PORTO SEGURO,2019-08-31,ÓLEO DIESEL,BAHIA,NORDESTE,4.1,3.749,4.3,4.0
NOSSA SENHORA DO SOCORRO,2019-08-31,ÓLEO DIESEL S10,SERGIPE,NORDESTE,3.626,3.439,3.759,9.0
PORTO NACIONAL,2019-08-31,ÓLEO DIESEL S10,TOCANTINS,NORTE,3.487,3.279,3.69,6.0
RIBEIRAO PRETO,2019-08-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.616,3.259,3.997,24.0
TAUBATE,2019-08-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.443,3.249,3.799,12.0
CASTRO,2019-08-31,GASOLINA COMUM,PARANA,SUL,4.157,4.09,4.39,6.0
CRATEUS,2019-08-31,GASOLINA COMUM,CEARA,NORDESTE,4.881,4.78,4.96,7.0
NOVO HAMBURGO,2019-08-31,GASOLINA COMUM,RIO GRANDE DO SUL,SUL,4.261,4.19,4.299,14.0
PALMEIRA DOS INDIOS,2019-08-31,GASOLINA COMUM,ALAGOAS,NORDESTE,4.508,4.299,4.59,7.0
SANTO ANGELO,2019-08-31,GASOLINA COMUM,RIO GRANDE DO SUL,SUL,4.693,4.639,4.769,7.0
BARREIRAS,2019-01-31,ETANOL HIDRATADO,BAHIA,NORDESTE,3.404451612903226,3.2660967741935485,3.499,53.0
JACAREI,2018-12-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.635,2.529,2.799,16.0
BARRA DO CORDA,2019-01-31,ÓLEO DIESEL,MARANHAO,NORDESTE,3.4124838709677414,3.3654838709677417,3.457741935483871,15.0
COLATINA,2019-01-31,ÓLEO DIESEL,ESPIRITO SANTO,SUDESTE,3.5061290322580647,3.2900000000000005,3.6199999999999997,37.0
SANTA CRUZ DO SUL,2018-12-31,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.657,3.59,3.839,4.0
SAO JOAO DA BOA VISTA,2018-12-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.228,2.99,3.429,11.0
SAO JOAO DA BOA VISTA,2019-01-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.2426129032258064,3.0819354838709674,3.438838709677419,56.0
SAO JOSE,2019-01-31,ÓLEO DIESEL,SANTA CATARINA,SUL,2.6425806451612903,2.629258064516129,2.652032258064516,9.0
TAUBATE,2018-12-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.163,3.049,3.299,7.0
TAUBATE,2019-01-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.221258064516129,3.0683548387096775,3.339,29.0
BARRA DO CORDA,2019-01-31,ÓLEO DIESEL S10,MARANHAO,NORDESTE,3.4737096774193543,3.4089677419354842,3.5309677419354832,15.0
CARIACICA,2019-01-31,ÓLEO DIESEL S10,ESPIRITO SANTO,SUDESTE,3.4186129032258066,3.281290322580645,3.563,35.0
ASSIS CHATEAUBRIAND,2019-01-31,GASOLINA COMUM,PARANA,SUL,4.238096774193548,4.154838709677419,4.378709677419355,42.0
BRAGANCA,2019-01-31,GASOLINA COMUM,PARA,NORTE,4.3717096774193545,4.259677419354839,4.565483870967741,30.0
CACAPAVA,2018-12-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.097,3.859,4.499,13.0
CAMPO MOURAO,2018-12-31,GASOLINA COMUM,PARANA,SUL,4.058,3.92,4.49,13.0
CRICIUMA,2019-01-31,GASOLINA COMUM,SANTA CATARINA,SUL,3.8803870967741934,3.854096774193548,3.9602903225806454,60.0
ITAPECERICA DA SERRA,2019-01-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.1334838709677415,3.973193548387097,4.253838709677419,48.0
OLIVEIRA,2018-12-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.737,4.53,4.899,8.0
SETE LAGOAS,2018-12-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.478,4.45,4.599,18.0
CABEDELO,2018-12-31,GLP,PARAIBA,NORDESTE,70.0,70.0,70.0,6.0
GUARAPARI,2019-01-31,GLP,ESPIRITO SANTO,SUDESTE,68.35693548387097,65.03225806451613,72.0,40.0
LIVRAMENTO DE NOSSA SENHORA,2019-01-31,GLP,BAHIA,NORDESTE,62.55941935483871,60.0,64.67741935483872,15.0
MOGI DAS CRUZES,2019-01-31,GLP,SAO PAULO,SUDESTE,62.91816129032258,58.16806451612902,68.83870967741935,75.0
PELOTAS,2018-12-31,GLP,RIO GRANDE DO SUL,SUL,67.25,60.0,75.0,16.0
SINOP,2019-01-31,GLP,MATO GROSSO,CENTRO OESTE,103.11861290322581,99.99999999999999,110.0,60.0
TRES CORACOES,2019-01-31,GLP,MINAS GERAIS,SUDESTE,69.97493548387096,67.0,75.0,45.0
RESENDE,2018-12-31,GNV,RIO DE JANEIRO,SUDESTE,3.385,3.349,3.4,5.0
JARAGUA DO SUL,2019-02-28,ETANOL HIDRATADO,SANTA CATARINA,SUL,3.3736071428571432,3.2539642857142854,3.689,40.0
SANTO ANDRE,2019-02-28,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.6140357142857145,2.327928571428571,2.841857142857143,130.0
TUBARAO,2019-02-28,ETANOL HIDRATADO,SANTA CATARINA,SUL,3.4396785714285714,3.2110357142857144,3.5639642857142855,24.0
CAMPINAS,2019-02-28,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.3074285714285714,3.0740000000000003,3.6418214285714283,99.0
COSMOPOLIS,2019-02-28,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.45125,3.3625714285714285,3.5765000000000002,16.0
ILHEUS,2019-02-28,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.790392857142857,3.5422142857142855,3.883642857142857,41.0
RIO CLARO,2019-02-28,GLP,SAO PAULO,SUDESTE,60.851142857142854,60.0,64.25,30.0
INDAIATUBA,2019-02-28,GNV,SAO PAULO,SUDESTE,0.19849999999999998,0.19849999999999998,0.19849999999999998,1.0
JANAUBA,2019-03-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,3.014290322580645,2.903935483870968,3.1351935483870967,42.0
JARAGUA DO SUL,2019-03-31,ETANOL HIDRATADO,SANTA CATARINA,SUL,3.3950967741935485,3.250645161290323,3.6915806451612903,48.0
ARACRUZ,2019-03-31,ÓLEO DIESEL,ESPIRITO SANTO,SUDESTE,3.5377419354838713,3.207741935483871,3.76,30.0
RIO BONITO,2019-03-31,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.502903225806451,3.3020645161290325,3.665322580645161,25.0
UBERABA,2019-03-31,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.678258064516129,3.4693870967741938,4.159967741935484,107.0
VINHEDO,2019-03-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.5959677419354836,3.399,3.690290322580645,48.0
ABAETETUBA,2019-03-31,GASOLINA COMUM,PARA,NORTE,4.933967741935484,4.69,5.1809677419354845,24.0
JATAI,2019-03-31,GASOLINA COMUM,GOIAS,CENTRO OESTE,4.627677419354839,4.468258064516129,4.907741935483871,84.0
SAO MATEUS,2019-03-31,GASOLINA COMUM,ESPIRITO SANTO,SUDESTE,4.304967741935483,4.145483870967742,4.438387096774194,42.0
FLORIANOPOLIS,2019-03-31,GLP,SANTA CATARINA,SUL,70.42316129032258,69.9,70.64516129032259,42.0
PINDAMONHANGABA,2019-03-31,GLP,SAO PAULO,SUDESTE,62.43029032258064,60.0,65.0,36.0
PIRACICABA,2019-03-31,GNV,SAO PAULO,SUDESTE,2.999,2.999,2.999,10.0
AVARE,2019-04-30,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.9059333333333335,2.6923333333333335,3.0623333333333336,55.0
BRAGANCA PAULISTA,2019-04-30,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.7911333333333332,2.565666666666667,2.9523333333333333,65.0
AGUAS LINDAS DE GOIAS,2019-04-30,ÓLEO DIESEL,GOIAS,CENTRO OESTE,3.6330333333333336,3.5178,3.745833333333333,15.0
SANTAREM,2019-04-30,ÓLEO DIESEL,PARA,NORTE,3.8734,3.731333333333333,3.9680000000000004,55.0
ITABAIANA,2019-04-30,ÓLEO DIESEL S10,SERGIPE,NORDESTE,3.6976000000000004,3.566133333333333,3.8523333333333336,38.0
TRES LAGOAS,2019-04-30,GASOLINA COMUM,MATO GROSSO DO SUL,CENTRO OESTE,4.374233333333333,4.199,4.542333333333334,60.0
SOROCABA,2019-04-30,GLP,SAO PAULO,SUDESTE,68.97403333333334,61.400000000000006,74.83000000000001,75.0
LINHARES,2019-04-30,GNV,ESPIRITO SANTO,SUDESTE,3.49,3.49,3.49,5.0
PRESIDENTE DUTRA,2019-04-30,ETANOL HIDRATADO,MARANHAO,NORDESTE,2.7192000000000003,2.7192000000000003,2.7192000000000003,4.0
BENTO GONCALVES,2019-05-31,ETANOL HIDRATADO,RIO GRANDE DO SUL,SUL,4.117,3.999,4.198,25.0
BOM DESPACHO,2019-05-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,3.2230645161290323,2.9989999999999997,3.4595806451612905,32.0
CAMPO LARGO,2019-05-31,ETANOL HIDRATADO,PARANA,SUL,3.126032258064516,3.034838709677419,3.2477419354838712,30.0
MONTES CLAROS,2019-05-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,3.0223225806451612,2.8371935483870967,3.263548387096774,70.0
SAO JOSE DO RIO PRETO,2019-05-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.6633225806451613,2.529967741935484,2.921,115.0
SERRA TALHADA,2019-05-31,ETANOL HIDRATADO,PERNAMBUCO,NORDESTE,3.6834838709677418,3.5935483870967744,3.8,44.0
JUAZEIRO DO NORTE,2019-05-31,ÓLEO DIESEL,CEARA,NORDESTE,3.911225806451613,3.867096774193548,3.9435483870967745,29.0
MIRASSOL,2019-05-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.5200645161290325,3.410290322580645,3.747709677419355,38.0
LIVRAMENTO DE NOSSA SENHORA,2019-05-31,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.7475483870967734,3.641516129032258,3.8409354838709677,15.0
GUARAPUAVA,2019-05-31,GLP,PARANA,SUL,74.38709677419355,70.0,80.64516129032258,45.0
TORRES,2019-05-31,GLP,RIO GRANDE DO SUL,SUL,70.33548387096774,66.6774193548387,75.0,25.0
CABEDELO,2019-06-30,ETANOL HIDRATADO,PARAIBA,NORDESTE,3.7180000000000004,3.635933333333333,3.7923333333333336,36.0
PETROPOLIS,2019-06-30,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,4.0674,3.8913333333333333,4.3022333333333345,106.0
TRES CORACOES,2019-06-30,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,3.1629,2.955833333333333,3.3476666666666666,36.0
CAMACARI,2019-06-30,ÓLEO DIESEL,BAHIA,NORDESTE,3.633566666666667,3.4695,3.7516999999999996,45.0
PASSO FUNDO,2019-06-30,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.599266666666667,3.471966666666667,3.694,21.0
PAULO AFONSO,2019-06-30,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.8198333333333334,3.7414666666666667,3.9574333333333334,42.0
SAO LUIS,2019-06-30,ÓLEO DIESEL S10,MARANHAO,NORDESTE,3.6195666666666666,3.495233333333333,3.7489999999999997,281.0
CASCAVEL,2019-07-31,ETANOL HIDRATADO,PARANA,SUL,2.9622903225806456,2.89,3.09,80.0
DUQUE DE CAXIAS,2019-07-31,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,3.627903225806451,3.351161290322581,4.118161290322581,110.0
MURIAE,2019-07-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,2.988354838709677,2.9583870967741936,3.0179677419354842,45.0
HORTOLANDIA,2019-07-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.287677419354839,3.1764193548387096,3.3761612903225804,38.0
TEOFILO OTONI,2019-07-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.6445483870967736,3.410290322580645,3.8171612903225807,44.0
CORNELIO PROCOPIO,2019-07-31,ÓLEO DIESEL S10,PARANA,SUL,3.5523548387096775,3.4448387096774193,3.6674193548387093,23.0
SANTAREM,2019-07-31,ÓLEO DIESEL S10,PARA,NORTE,3.92358064516129,3.7012903225806446,4.074193548387096,56.0
ARAPIRACA,2019-07-31,GLP,ALAGOAS,NORDESTE,62.84645161290322,60.0,65.0,24.0
IRECE,2019-07-31,GLP,BAHIA,NORDESTE,58.32548387096773,55.0,65.0,35.0
NOVA ANDRADINA,2019-07-31,GLP,MATO GROSSO DO SUL,CENTRO OESTE,73.29354838709678,65.64516129032259,80.0,55.0
PETROLINA,2019-08-31,ETANOL HIDRATADO,PERNAMBUCO,NORDESTE,3.699,3.68,3.799,13.0
RIO BRANCO,2019-08-31,ETANOL HIDRATADO,ACRE,NORTE,3.883,3.69,4.19,15.0
RONDONOPOLIS,2019-08-31,ETANOL HIDRATADO,MATO GROSSO,CENTRO OESTE,2.561,2.42,2.69,23.0
ITAUNA,2019-08-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.706,3.618,3.825,4.0
ASSIS CHATEAUBRIAND,2019-08-31,ÓLEO DIESEL S10,PARANA,SUL,3.388,3.25,3.55,8.0
MIRASSOL,2019-08-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.474,3.369,3.599,6.0
UBATUBA,2019-08-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.556,3.299,3.799,9.0
BARREIRAS,2019-08-31,GASOLINA COMUM,BAHIA,NORDESTE,4.551,4.34,4.919,12.0
MANACAPURU,2019-08-31,GASOLINA COMUM,AMAZONAS,NORTE,4.2,4.2,4.2,4.0
NOVA IGUACU,2019-08-31,GASOLINA COMUM,RIO DE JANEIRO,SUDESTE,4.703,4.449,4.999,17.0
PINHEIRO,2019-08-31,GASOLINA COMUM,MARANHAO,NORDESTE,4.608,4.59,4.65,4.0
SOROCABA,2019-08-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.046,3.89,4.199,26.0
ALVORADA,2019-01-31,ETANOL HIDRATADO,RIO GRANDE DO SUL,SUL,3.9444838709677423,3.889967741935484,3.999,9.0
MARINGA,2018-12-31,ETANOL HIDRATADO,PARANA,SUL,2.891,2.8,2.99,17.0
RIO BONITO,2019-01-31,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,3.3814516129032253,3.0799999999999996,3.725032258064516,32.0
RIO VERDE,2019-01-31,ETANOL HIDRATADO,GOIAS,CENTRO OESTE,3.176322580645161,3.1293548387096775,3.2827419354838714,80.0
CACERES,2019-01-31,ÓLEO DIESEL,MATO GROSSO,CENTRO OESTE,3.7241290322580642,3.6496774193548385,3.8166129032258067,38.0
LAURO DE FREITAS,2018-12-31,ÓLEO DIESEL,BAHIA,NORDESTE,3.3,3.19,3.49,3.0
NATAL,2019-01-31,ÓLEO DIESEL,RIO GRANDE DO NORTE,NORDESTE,3.5091935483870964,3.3848387096774193,3.702290322580645,74.0
NOVO HAMBURGO,2019-01-31,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.159290322580645,3.0038387096774195,3.3706129032258065,37.0
OLIVEIRA,2019-01-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.381774193548387,3.3173548387096776,3.4178387096774188,34.0
SENHOR DO BONFIM,2018-12-31,ÓLEO DIESEL,BAHIA,NORDESTE,3.482,3.32,3.599,8.0
ARIQUEMES,2019-01-31,ÓLEO DIESEL S10,RONDONIA,NORTE,3.8009354838709672,3.6899999999999995,3.8741935483870966,45.0
PATO BRANCO,2018-12-31,ÓLEO DIESEL S10,PARANA,SUL,3.451,3.29,3.59,8.0
BALSAS,2019-01-31,GASOLINA COMUM,MARANHAO,NORDESTE,4.408774193548387,4.191451612903226,4.5767741935483865,35.0
CONSELHEIRO LAFAIETE,2019-01-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.741516129032258,4.661225806451612,4.854774193548387,30.0
MIRASSOL,2019-01-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.03341935483871,3.9286774193548393,4.107387096774193,41.0
OSORIO,2018-12-31,GASOLINA COMUM,RIO GRANDE DO SUL,SUL,4.405,4.25,4.599,6.0
PIMENTA BUENO,2018-12-31,GASOLINA COMUM,RONDONIA,NORTE,4.642,4.57,4.84,6.0
SANTA CRUZ DO CAPIBARIBE,2018-12-31,GASOLINA COMUM,PERNAMBUCO,NORDESTE,4.212,4.159,4.349,10.0
ITAMARAJU,2018-12-31,GLP,BAHIA,NORDESTE,58.75,55.0,60.0,4.0
PARNAMIRIM,2019-01-31,GLP,RIO GRANDE DO NORTE,NORDESTE,65.94812903225807,62.935483870967744,68.38709677419354,65.0
SANTOS,2019-01-31,GLP,SAO PAULO,SUDESTE,75.01390322580644,66.35483870967741,86.55483870967741,55.0
TRES LAGOAS,2018-12-31,GLP,MATO GROSSO DO SUL,CENTRO OESTE,61.571,54.0,74.0,7.0
TUPA,2018-12-31,GLP,SAO PAULO,SUDESTE,68.817,65.0,75.0,6.0
BLUMENAU,2019-02-28,ETANOL HIDRATADO,SANTA CATARINA,SUL,3.3531785714285713,3.062178571428571,3.5688571428571425,85.0
LINS,2019-02-28,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.541892857142857,2.3160714285714286,2.7347142857142854,75.0
NOVO HAMBURGO,2019-02-28,ETANOL HIDRATADO,RIO GRANDE DO SUL,SUL,3.6380000000000003,3.592892857142857,3.6829285714285716,22.0
PINDAMONHANGABA,2019-02-28,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.648857142857143,2.588071428571429,2.7386785714285713,35.0
RIO LARGO,2019-02-28,ÓLEO DIESEL,ALAGOAS,NORDESTE,3.67075,3.55525,3.817214285714286,20.0
LAURO DE FREITAS,2019-02-28,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.4038571428571425,3.348214285714285,3.5010714285714286,49.0
MAFRA,2019-02-28,ÓLEO DIESEL S10,SANTA CATARINA,SUL,3.3758214285714288,3.1273214285714284,3.5837857142857144,30.0
PARA DE MINAS,2019-02-28,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.8058214285714285,3.727035714285714,3.9559285714285712,27.0
SOUSA,2019-02-28,ÓLEO DIESEL S10,PARAIBA,NORDESTE,3.6265,3.546392857142857,3.799,39.0
UNAI,2019-02-28,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.688357142857143,3.5684285714285715,3.9375714285714287,50.0
UNIAO DA VITORIA,2019-02-28,ÓLEO DIESEL S10,PARANA,SUL,3.3757142857142854,3.2025,3.55,40.0
ILHEUS,2019-02-28,GASOLINA COMUM,BAHIA,NORDESTE,4.612321428571429,4.423642857142857,4.681392857142857,60.0
MACAPA,2019-02-28,GASOLINA COMUM,AMAPA,NORTE,3.7973928571428566,3.5285714285714285,4.49,120.0
DIVINOPOLIS,2019-02-28,GLP,MINAS GERAIS,SUDESTE,70.0735,60.0,75.0,85.0
IGARASSU,2019-02-28,GNV,PERNAMBUCO,NORDESTE,2.699,2.699,2.699,12.0
IJUI,2019-03-31,ETANOL HIDRATADO,RIO GRANDE DO SUL,SUL,4.100129032258065,3.9288709677419353,4.296322580645161,34.0
UBERABA,2019-03-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,3.012709677419355,2.902967741935484,3.3631935483870965,144.0
